fixedacidity;volatileacidity;citricacid;residualsugar;chlorides;freesulfurdioxide;totalsulfurdioxide;density;pH;sulphates;alcohol;quality
6,6;,25;,32;5,6;,039;15;68;,99163;2,96;,52;11,1;4
6,2;,3;,3;2,5;,041;29;82;,99065;3,31;,61;11,8;5
6,9;,24;,4;15,4;,052;81;198;,9986;3,2;,69;9,4;3
5,9;,24;,34;2;,037;40;108;,98948;3,19;,5;12,3;4
5,3;,33;,3;1,2;,048;25;119;,99045;3,32;,62;11,3;4
6,4;,21;,21;5,1;,097;21;105;,9939;3,07;,46;9,6;3
7,8;,27;,35;1,2;,05;36;140;,99138;3,09;,45;11,2;3
6,7;,2;,24;6,5;,044;28;100;,99348;3,12;,33;10,2;4
8,1;,27;,33;1,3;,045;26;100;,99066;2,98;,44;12,4;4
6,7;,2;,24;6,5;,044;28;100;,99348;3,12;,33;10,2;4
7,1;,45;,24;2,7;,04;24;87;,98862;2,94;,38;13,4;6
5,8;,22;,29;1,3;,036;25;68;,98865;3,24;,35;12,6;4
6,3;,3;,48;7,4;,053;34;149;,99472;3,18;,53;9,8;3
7,9;,36;,53;12,9;,049;63;139;,99792;2,94;,45;9,1;3
8,1;,27;,33;1,3;,045;26;100;,99066;2,98;,44;12,4;4
8;,24;,33;1,2;,044;28;101;,99035;3,03;,43;12,5;4
6,7;,41;,27;2,6;,033;25;85;,99086;3,05;,34;11,7;4
6,7;,24;,31;2,3;,044;37;113;,99013;3,29;,46;12,9;4
6,2;,3;,32;1,3;,054;27;183;,99266;3,3;,43;10,1;3
6,9;,26;,38;10,5;,044;33;139;,99517;3,06;,5;10,3;4
5,9;,32;,2;14,4;,05;29;144;,99666;3,24;,41;10,3;4
6,1;,25;,3;1,2;,036;42;107;,991;3,34;,56;10,8;5
5,6;,23;,29;3,1;,023;19;89;,99068;3,25;,51;11,2;4
6,6;,23;,32;1,7;,024;26;102;,99084;3,29;,6;11,8;4
6;,17;,21;6;,05;26;134;,9939;3,08;,54;9,8;4
7,1;,38;,42;11,8;,041;32;193;,99624;3,04;,49;10;4
6,6;,31;,37;6,2;,052;13;164;,99602;3,24;,39;8,8;2
7;,44;,24;12,1;,056;68;210;,99718;3,05;,5;9,5;3
7;,44;,24;12,1;,056;68;210;,99718;3,05;,5;9,5;3
6,1;,38;,14;3,9;,06;27;113;,99344;3,07;,34;9,2;2
8;,33;,32;4,6;,041;31;180;,99184;2,92;,74;12,2;4
7;,44;,24;12,1;,056;68;210;,99718;3,05;,5;9,5;3
6;,19;,29;1,2;,046;29;92;,99033;3,22;,53;11,3;4
6,3;,28;,34;8,1;,038;44;129;,99248;3,26;,29;12,1;4
5,3;,43;,11;1,1;,029;6;51;,99076;3,51;,48;11,2;2
5,4;,22;,35;6,5;,029;26;87;,99092;3,29;,44;12,5;5
6,2;,345;,27;10,1;,056;38;187;,99486;3,31;,56;10,6;3
5,6;,255;,57;10,7;,056;66;171;,99464;3,25;,61;10,4;5
6,2;,29;,23;12,4;,048;33;201;,99612;3,11;,56;9,9;4
6,3;,26;,25;5,2;,046;11;133;,99202;2,97;,68;11;4
6;,22;,23;5;,045;10;122;,99261;2,94;,63;10;4
7,5;,35;,37;2,5;,066;29;89;,98964;3,14;,42;12,7;4
6,6;,39;,28;9,2;,036;10;92;,99206;3,07;,35;12,1;4
6,3;,23;,33;6,9;,052;23;118;,9938;3,23;,46;10,4;4
6,3;,22;,3;2;,05;23;120;,99204;3,24;,47;10,4;4
6,4;,29;,18;15;,04;21;116;,99736;3,14;,5;9,2;3
6,4;,29;,18;15;,04;21;116;,99736;3,14;,5;9,2;3
7,5;,23;,3;1,2;,03;27;80;,99192;3,05;,68;10,5;3
6,4;,29;,18;15;,04;21;116;,99736;3,14;,5;9,2;3
5,7;,28;,36;1,8;,041;38;90;,99002;3,27;,98;11,9;5
6,4;,27;,29;3,9;,034;62;140;,99237;3,1;,59;11,1;4
5,9;,22;,29;4,2;,037;69;144;,99214;3,13;,74;10,8;5
6,8;,26;,26;2;,019;23,5;72;,99041;3,16;,47;11,8;4
7,6;,36;,48;13,5;,038;44;116;,9982;3,04;,48;9,2;3
7,6;,35;,47;13,3;,037;42;116;,99822;3,04;,5;9,2;3
5,7;,18;,26;2,2;,023;21;95;,9893;3,07;,54;12,3;4
5,9;,14;,2;1,6;,04;26;114;,99105;3,25;,45;11,4;4
5,5;,23;,19;2,2;,044;39;161;,99209;3,19;,43;10,4;4
6,7;,11;,26;14,8;,053;44;95;,99676;3,2;,35;9,8;4
7;,24;,24;1,8;,047;29;91;,99251;3,3;,43;9,9;4
6,7;,11;,26;14,8;,053;44;95;,99676;3,2;,35;9,8;4
7,5;,29;,24;9,9;,058;25;115;,99567;3,15;,46;10,9;3
6;,33;,26;5,1;,051;16;119;,99416;3,15;,41;9,2;3
6;,33;,26;5,1;,051;16;119;,99416;3,15;,41;9,2;3
5,8;,32;,23;1,5;,033;39;121;,9887;2,96;,35;12;3
3,8;,31;,02;11,1;,036;20;114;,99248;3,75;,44;12,4;4
6,2;,36;,22;5,25;,038;44;145;,99184;3,22;,4;11,2;4
6;,31;,27;2,3;,042;19;120;,98952;3,32;,41;12,7;5
6,9;,52;,54;7,9;,036;23;169;,99267;3,26;,47;12,2;4
7;,55;,05;8;,036;19;164;,99269;3,26;,46;12,2;4
6,2;,36;,22;5,25;,038;44;145;,99184;3,22;,4;11,2;4
6;,31;,27;2,3;,042;19;120;,98952;3,32;,41;12,7;5
5,7;,22;,29;3,5;,04;27;146;,98999;3,17;,36;12,1;4
7,1;,46;,23;13,7;,045;44;192;,9981;3,11;,53;9,4;3
6,6;,21;,3;9,9;,041;64;174;,995;3,07;,5;10,1;4
6,9;,42;,2;15,4;,043;57;201;,99848;3,08;,54;9,4;3
5,7;,22;,2;16;,044;41;113;,99862;3,22;,46;8,9;4
5,7;,22;,2;16;,044;41;113;,99862;3,22;,46;8,9;4
5,7;,22;,2;16;,044;41;113;,99862;3,22;,46;8,9;4
5,7;,22;,2;16;,044;41;113;,99862;3,22;,46;8,9;4
5,2;,31;,2;2,4;,027;27;117;,98886;3,56;,45;13;5
7,2;,22;,35;5,5;,054;37;183;,99474;3,08;,5;10,3;3
5,6;,18;,29;2,3;,04;5;47;,99126;3,07;,45;10,1;2
6,2;,24;,27;16,8;,04;48;129;,99691;3,23;,38;10,5;4
5,7;,22;,2;16;,044;41;113;,99862;3,22;,46;8,9;4
5,7;,26;,24;17,8;,059;23;124;,99773;3,3;,5;10,1;3
5,7;,26;,24;17,8;,059;23;124;,99773;3,3;,5;10,1;3
6;,2;,26;6,8;,049;22;93;,9928;3,15;,42;11;4
6;,2;,26;6,8;,049;22;93;,9928;3,15;,42;11;4
6;,2;,26;6,8;,049;22;93;,9928;3,15;,42;11;4
7,6;,28;,17;1,6;,046;28;117;,99288;3,08;,43;10;3
6,6;,26;,27;11,8;,048;28;112;,99606;2,87;,49;9,7;4
5,7;,26;,24;17,8;,059;23;124;,99773;3,3;,5;10,1;3
7,2;,21;,36;15,7;,045;68;183;,99922;3,25;,76;9,4;3
7,2;,21;,36;15,7;,045;68;183;,99922;3,25;,76;9,4;3
7,4;,22;,28;9;,046;22;121;,99468;3,1;,55;10,8;3
6,9;,22;,32;5,8;,041;20;119;,99296;3,17;,55;11,2;4
7;,2;,35;8,8;,037;31;103;,99388;3,13;,49;11;4
6,3;,28;,3;6,6;,208;60;154;,99478;3,1;,4;9,4;4
6,4;,29;,3;6,5;,209;62;156;,99478;3,1;,4;9,4;3
7,2;,34;,23;8,9;,105;22;155;,99692;3,01;,58;9,5;3
7,1;,39;,39;11,1;,034;25;204;,99616;3,05;,52;10;4
6,9;,26;,29;4,2;,043;33;114;,9902;3,16;,31;12,5;4
5,9;,25;,24;7,4;,044;21;113;,99462;3,38;,58;10,5;4
6,1;,24;,27;11,5;,05;51;133;,99476;3,22;,37;10,8;4
6,5;,22;,27;1,6;,039;36;116;,99178;3,38;,57;11;5
6,2;,26;,29;2;,036;16;87;,99081;3,33;,61;11,8;4
6,6;,34;,25;4,8;,038;16;121;,99198;3,36;,71;12,6;4
7,1;,23;,28;1,9;,046;33;103;,98997;3,12;,31;12;3
6,9;,26;,29;4,2;,043;33;114;,9902;3,16;,31;12,5;4
6,4;,27;,3;1,6;,04;19;86;,99089;3,32;,65;11,5;4
6,3;,41;,22;7,3;,035;23;117;,99172;3,2;,39;11,94;5
6,7;,41;,24;5,4;,035;33;115;,9901;3,12;,44;12,8933333333333;5
7,2;,585;,2;10,4;,086;17;94;,99681;3,13;,4;9,4;3
6,7;,34;,26;1,9;,038;58;138;,9893;3;,47;12,2;5
6,3;,41;,22;7,3;,035;23;117;,99172;3,2;,39;11,94;5
6,7;,41;,24;5,4;,035;33;115;,9901;3,12;,44;12,8933333333333;5
6,4;,26;,35;7,7;,056;45;191;,99527;3,16;,5;9,5;3
6,3;,28;,22;11,5;,036;27;150;,99445;3;,33;10,6;4
8,4;,27;,3;2,2;,037;36;129;,99085;2,89;,3;11,4666666666667;4
5,9;,2;,28;1;,043;45;100;,99033;3,4;,41;11,4;4
6,4;,24;,26;8,2;,054;47;182;,99538;3,12;,5;9,5;3
7,4;,38;,34;8,3;,052;44;168;,99627;3,11;,52;9,2;3
6,4;,24;,26;8,2;,054;47;182;,99538;3,12;,5;9,5;3
6,4;,42;,19;9,3;,043;28;145;,99433;3,23;,53;10,98;3
6,4;,23;,26;8,1;,054;47;181;,9954;3,12;,49;9,4;3
7,4;,38;,34;8,3;,052;44;168;,99627;3,11;,52;9,2;3
7,3;,19;,27;13,9;,057;45;155;,99807;2,94;,41;8,8;6
7,3;,19;,27;13,9;,057;45;155;,99807;2,94;,41;8,8;6
7,3;,19;,27;13,9;,057;45;155;,99807;2,94;,41;8,8;6
7,3;,19;,27;13,9;,057;45;155;,99807;2,94;,41;8,8;6
7,3;,19;,27;13,9;,057;45;155;,99807;2,94;,41;8,8;6
5,7;,28;,35;1,2;,052;39;141;,99108;3,44;,69;11,3;4
6,7;,27;,69;1,2;,176;36;106;,99288;2,96;,43;9,2;4
7,1;,2;,35;3,2;,034;21;107;,99195;3,11;,54;11,1;4
7,1;,23;,3;2,6;,034;62;148;,99121;3,03;,56;11,3;5
7,6;,31;,52;13,2;,042;61;148;,99839;2,98;,47;9,1;4
7,2;,34;,28;10,4;,108;43;187;,99738;2,96;,57;9,4;3
7;,36;,25;5,7;,015;14;73;,98963;2,82;,59;13,2;4
6,4;,31;,28;2,5;,039;34;137;,98946;3,22;,38;12,7;4
7,3;,28;,35;1,6;,054;31;148;,99178;3,18;,47;10,7;3
7,4;,16;,3;1,4;,064;34;166;,99136;3,11;,42;11,4333333333333;4
6,4;,31;,27;7,4;,049;48;169;,99323;3,27;,45;11,1;4
6,4;,31;,28;2,5;,039;34;137;,98946;3,22;,38;12,7;4
6,2;,29;,29;5,6;,046;35;178;,99313;3,25;,51;10,5333333333333;3
5,9;,28;,34;3,6;,04;50;194;,9912;3,31;,52;11,6;4
6,5;,23;,2;7,5;,05;44;179;,99504;3,18;,48;9,53333333333333;3
7,3;,28;,35;1,6;,054;31;148;,99178;3,18;,47;10,7;3
6,5;,2;,33;1,5;,039;36;110;,99008;3,22;,65;12;4
6,3;,19;,33;10,1;,063;63;133;,99561;2,86;,41;9,1;3
5,9;,29;,28;3,2;,035;16;117;,98959;3,26;,42;12,6;4
7,1;,31;,25;11,2;,048;32;136;,99663;3,14;,4;9,5;3
6,5;,3;,28;11,45;,041;29;109;,99418;2,98;,3;10,9;4
6,4;,29;,21;9,65;,041;36;119;,99334;2,99;,34;10,9333333333333;4
7,1;,23;,23;3,5;,038;23;112;,99157;3,05;,37;11,3666666666667;4
6,1;,26;,28;1,7;,043;24;98;,98918;3,14;,44;12,5;4
6,4;,35;,21;2,1;,051;46;171;,9932;3,16;,5;9,5;3
6;,32;,32;4,8;,041;40;186;,99235;3,22;,54;11;4
6,1;,34;,21;5;,042;17;133;,99373;3,02;,53;9,4;3
6,5;,13;,27;2,6;,035;32;76;,9914;3,21;,76;11,3333333333333;4
6,5;,315;,2;6,6;,041;9;126;,99494;2,94;,51;8,8;3
6,1;,34;,21;5;,042;17;133;,99373;3,02;,53;9,4;3
5,7;,31;,29;7,3;,05;33;143;,99332;3,31;,5;11,0666666666667;4
7;,24;,26;1,7;,041;31;110;,99142;3,2;,53;11;4
6,5;,13;,27;2,6;,035;32;76;,9914;3,21;,76;11,3333333333333;4
6,4;,26;,21;8,2;,05;51;182;,99542;3,23;,48;9,5;3
6,4;,26;,21;8,2;,05;51;182;,99542;3,23;,48;9,5;3
6;,27;,31;5;,043;54;170;,9924;3,28;,52;11;4
7,1;,21;,33;1,2;,039;34;97;,99112;3,11;,75;11,2;4
6,7;,26;,29;7,1;,036;28;100;,99534;3,08;,36;9,3;4
6,3;,28;,22;9,5;,04;30;111;,99338;3,05;,31;10,8;2
7,3;,22;,37;15,5;,048;70;203;,99899;3,25;,77;9,4;3
6,2;,25;,44;15,8;,057;39;167;,99804;3,14;,51;9,2;3
6,4;,18;,28;17,05;,047;53;139;,99724;3,25;,35;10,5;4
6,6;,24;,22;12,3;,051;35;146;,99676;3,1;,67;9,4;3
7,4;,27;,26;11,8;,053;55;173;,99699;3,11;,6;9,8;3
7,4;,27;,26;11,8;,053;55;173;,99699;3,11;,6;9,8;3
7,4;,27;,26;11,8;,053;55;173;,99699;3,11;,6;9,8;3
6,6;,24;,22;12,3;,051;35;146;,99676;3,1;,67;9,4;3
7,4;,27;,26;11,8;,053;55;173;,99699;3,11;,6;9,8;3
7,1;,38;,29;13,6;,041;30;137;,99461;3,02;,96;12,1;4
6,8;,43;,26;5,2;,043;40;176;,99116;3,17;,41;12,3;4
5,9;,29;,16;7,9;,044;48;197;,99512;3,21;,36;9,4;3
5,9;,29;,16;7,9;,044;48;197;,99512;3,21;,36;9,4;3
6,3;,29;,29;3,3;,037;32;140;,9895;3,17;,36;12,8;5
5,7;,29;,16;7,9;,044;48;197;,99512;3,21;,36;9,4;3
6,3;,29;,29;3,3;,037;32;140;,9895;3,17;,36;12,8;5
5,7;,24;,47;6,3;,069;35;182;,99391;3,11;,46;9,73333333333333;3
5,8;,3;,38;4,9;,039;22;86;,98963;3,23;,58;13,1;5
7,1;,27;,27;10,4;,041;26;114;,99335;3,04;,52;11,5;5
5,8;,3;,38;4,9;,039;22;86;,98963;3,23;,58;13,1;5
7,1;,27;,27;10,4;,041;26;114;,99335;3,04;,52;11,5;5
6,3;,305;,22;16;,061;26;141;,99824;3,08;,5;9,1;3
6,2;,22;,28;2,2;,04;24;125;,9917;3,19;,48;10,5;4
6,6;,22;,23;17,3;,047;37;118;,99906;3,08;,46;8,8;4
6,6;,22;,23;17,3;,047;37;118;,99906;3,08;,46;8,8;4
6,6;,22;,23;17,3;,047;37;118;,99906;3,08;,46;8,8;4
6,2;,22;,28;2,2;,04;24;125;,9917;3,19;,48;10,5;4
6,2;,22;,28;2,2;,04;24;125;,9917;3,19;,48;10,5;4
6,6;,22;,23;17,3;,047;37;118;,99906;3,08;,46;8,8;4
6,1;,22;,5;6,6;,045;30;122;,99415;3,22;,49;9,9;4
6,2;,21;,52;6,5;,047;28;123;,99418;3,22;,49;9,9;4
6,3;,32;,26;12,3;,044;24;205;,99611;3,11;,58;9,9;3
6,1;,31;,34;2,8;,042;59,5;162;,99179;3,27;,47;10,8;4
6,6;,38;,28;2,8;,043;17;67;,98924;3,21;,47;13,2;4
6,7;,24;,26;5,4;,03;15;94;,99045;3,15;,38;12,7;4
6,9;,56;,26;10,9;,06;55;193;,9969;3,21;,44;9,4;3
7,2;,24;,24;1,7;,045;18;161;,99196;3,25;,53;11,2;4
6,5;,29;,3;9,15;,051;25;166;,99339;3,24;,56;11,3333333333333;4
6,7;,28;,28;4,5;,051;14;92;,99224;3,36;,58;11,9;4
6,5;,29;,3;9,15;,051;25;166;,99339;3,24;,56;11,35;4
6,1;,21;,19;1,4;,046;51;131;,99184;3,22;,39;10,5;3
7,2;,47;,16;5,9;,048;14;125;,99428;3,09;,49;9,8;3
6,7;,34;,31;16,4;,051;20;146;,99834;3,06;,54;9,1;3
6,6;,27;,25;1,2;,033;36;111;,98918;3,16;,37;12,4;4
6,7;,34;,31;16,4;,051;20;146;,99834;3,06;,54;9,1;3
7,2;,47;,16;5,9;,048;14;125;,99428;3,09;,49;9,8;3
5;,35;,25;7,8;,031;24;116;,99241;3,39;,4;11,3;4
4,4;,46;,1;2,8;,024;31;111;,98816;3,48;,34;13,1;4
6,6;,38;,29;2,9;,035;15;101;,98916;3,04;,37;12,5;4
6,4;,28;,22;12,8;,039;51;150;,99535;3,23;,43;10,7;4
6,9;,29;,25;12,2;,04;29;136;,99552;3,05;,65;10,4;4
6,3;,3;,19;7,7;,049;47;184;,99514;3,22;,48;9,5;3
6,3;,39;,22;2,8;,048;53;173;,99304;3,24;,45;9,8;3
6,6;,38;,29;2,9;,035;15;101;,98916;3,04;,37;12,5;4
6,6;,18;,26;17,3;,051;17;149;,9984;3;,43;9,4;4
6;,28;,29;19,3;,051;36;174;,99911;3,14;,5;9;3
6;,28;,29;19,3;,051;36;174;,99911;3,14;,5;9;3
6,6;,35;,26;2,7;,045;19;129;,98952;3,24;,48;13;5
6,6;,18;,26;17,3;,051;17;149;,9984;3;,43;9,4;4
7,7;,28;,24;2,4;,044;29;157;,99312;3,27;,56;10,6;4
7,1;,42;,2;2,8;,038;28;109;,98968;3,23;,47;13,4;4
6,7;,32;,32;1,7;,031;31;114;,98946;3,12;,35;12,5;4
6,6;,26;,56;15,4;,053;32;141;,9981;3,11;,49;9,3;3
6,2;,32;,24;4,1;,051;34;149;,99306;3,36;,52;11;3
6,3;,25;,27;6,6;,054;40;158;,99378;3,2;,48;10,3;3
6,2;,21;,24;1,2;,051;31;95;,99036;3,24;,57;11,3;4
6,4;,23;,27;2,1;,042;35;100;,99094;3,03;,63;10,9;4
4,7;,145;,29;1;,042;35;90;,9908;3,76;,49;11,3;4
6,2;,2;,28;1,1;,039;24;78;,9899;3,36;,47;12,1;4
7,1;,36;,2;1,6;,271;24;140;,99356;3,11;,63;9,8;3
6;,2;,38;1,3;,034;37;104;,98865;3,11;,52;12,7;4
6,4;,32;,26;7,9;,05;53;180;,99514;3,14;,5;9,6;3
6;,555;,26;4,5;,053;17;126;,9943;3,24;,46;9,1;3
5,9;,22;,45;22,6;,12;55;122;,99636;3,1;,35;12,8;3
6,4;,32;,26;7,9;,05;53;180;,99514;3,14;,5;9,6;3
6,2;,3;,33;3,5;,037;37;155;,98987;3,18;,37;12,4;4
5,8;,28;,18;1,2;,058;7;108;,99288;3,23;,58;9,55;2
5,8;,555;,26;4,5;,053;17;126;,9943;3,24;,46;9,1;3
6,4;,15;,25;7,8;,05;13;68;,99394;3,16;,4;9,9;4
6,7;,48;,49;2,9;,03;28;122;,98926;3,13;,4;13;4
5,8;,3;,33;3,5;,033;25;116;,99057;3,2;,44;11,7;4
6,1;,28;,23;4,2;,038;13;95;,98898;2,97;,7;13,1;4
6,8;,31;,25;10,5;,043;30;165;,9972;3,36;,55;10,55;4
7,5;,24;,29;1,1;,046;34;84;,9902;3,04;,39;11,45;4
6,8;,23;,39;16,1;,053;71;194;,9988;3,18;,64;10,2;4
7,5;,24;,29;1,1;,046;34;84;,9902;3,04;,39;11,45;4
6,8;,2;,25;6,2;,052;22;106;,9935;3,09;,54;10,8;3
5,2;,38;,26;7,7;,053;20;103;,9925;3,27;,45;12,2;4
6,6;,54;,21;16,3;,055;41;182;,9986;3,35;,54;10,4;4
7,1;,25;,31;2,3;,05;32;156;,9914;3,14;,51;11,4;4
5,8;,61;,01;8,4;,041;31;104;,9909;3,26;,72;14,05;5
6,4;,28;,23;6;,051;50;162;,994;3,15;,52;10,2;3
6,6;,19;,28;1,1;,044;38;100;,9904;3,22;,69;11,2;4
5,1;,305;,13;1,75;,036;17;73;,99;3,4;,51;12,3333333333333;3
5,8;,26;,3;2,6;,034;75;129;,9902;3,2;,38;11,5;2
6,7;,23;,17;1,3;,061;14;100;,9925;3,07;,55;9,5;3
6,1;,27;,32;1,1;,034;24;110;,9898;3,36;,4;12,5;4
6,1;,27;,32;1,1;,034;24;110;,9898;3,36;,4;12,5;4
6,8;,4;,29;2,8;,044;27;97;,9904;3,12;,42;11,2;4
6,1;,4;,18;9;,051;28,5;259;,9964;3,19;,5;8,8;3
6,2;,32;,32;2,2;,036;15;70;,9899;3,16;,48;12,7;4
6,8;,17;,17;5,1;,049;26;82;,993;3;,38;9,8;4
9;,2;,33;3,5;,049;10;40;,9944;3,14;,36;9,8;4
5,8;,13;,22;12,7;,058;24;183;,9956;3,32;,42;11,7;4
5,8;,31;,31;7,5;,052;55;230;,9949;3,19;,46;9,8;3
9;,2;,33;3,5;,049;10;40;,9944;3,14;,36;9,8;4
6,7;,18;,25;14,3;,048;79;149;,9975;3,12;,37;9,7;3
6,6;,16;,25;9,8;,049;59,5;137;,995;3,16;,38;10;4
6,4;,37;,19;3,5;,068;18;101;,9934;3,03;,38;9;4
7,3;,28;,54;12,9;,049;62;162,5;,9984;3,06;,45;9,1;4
5,8;,12;,21;1,3;,056;35;121;,9908;3,32;,33;11,4;4
6,1;,25;,18;10,5;,049;41;124;,9963;3,14;,35;10,5;3
7,3;,26;,53;12,7;,047;60,5;156;,9984;3,06;,45;9,1;4
7,3;,28;,54;12,9;,049;62;152;,9984;3,06;,45;9,1;4
8,3;,18;,37;1,2;,049;6;94;,9937;3,18;,52;10,1;3
8,3;,14;,36;8,8;,026;13;60;,9956;3,13;,35;11,05;3
5,8;,28;,3;3,9;,026;36;105;,98963;3,26;,58;12,75;4
6,9;,28;,37;9,1;,037;16;76;,9948;3,05;,54;11,1;3
6,9;,28;,37;9,1;,037;16;76;,9948;3,05;,54;11,1;3
5,8;,28;,3;3,9;,026;36;105;,98963;3,26;,58;12,75;4
6,5;,2;,31;2,1;,033;32;95;,989435;2,96;,61;12;4
5,9;,29;,32;1,4;,022;17;47;,9899;3,35;,35;11,5;4
6,4;,46;,22;14,7;,047;51;183;,998275;3,39;,6;10,5;3
6,9;,28;,37;9,1;,037;16;76;,9948;3,05;,54;11,1;3
6,8;,23;,33;1,9;,047;20;101;,9914;3,1;,46;11,1;4
6,4;,55;,26;9,6;,027;20;104;,9924;3,22;,73;13,1;4
5,7;,28;,3;3,9;,026;36;105;,98963;3,26;,58;12,75;4
6;,23;,34;1,3;,025;23;111;,98961;3,36;,37;12,7;4
6,8;,45;,3;11,8;,094;23;97;,997;3,09;,44;9,6;3
6,1;,2;,4;1,9;,028;32;138;,9914;3,26;,72;11,7;3
6,1;,37;,46;12;,042;61;210;,997;3,17;,59;9,7;4
5,9;,21;,23;7,9;,033;22;130;,9944;3,38;,59;10,9;4
6,9;,22;,32;9,3;,04;22;110;,9958;3,34;,54;10,7;5
5,4;,27;,22;4,6;,022;29;107;,98889;3,33;,54;13,8;4
5,6;,18;,3;10,2;,028;28;131;,9954;3,49;,42;10,8;5
5,6;,26;,27;10,6;,03;27;119;,9947;3,4;,34;10,7;5
7;,23;,35;1,4;,036;31;113;,9912;3,16;,48;10,8;5
5,8;,28;,66;9,1;,039;26;159;,9965;3,66;,55;10,8;3
8,6;,36;,26;11,1;,03;43,5;171;,9948;3,03;,49;12;3
5,8;,28;,66;9,1;,039;26;159;,9965;3,66;,55;10,8;3
6,4;,3;,27;4,4;,055;17;135;,9925;3,23;,44;12,2;4
6,2;,2;,32;2,8;,05;17;126;,9936;3,18;,55;9,4;4
5,8;,29;,15;1,1;,029;12;83;,9898;3,3;,4;11,4;4
5,7;,22;,28;1,3;,027;26;101;,98948;3,35;,38;12,5;5
5,6;,22;,32;1,2;,024;29;97;,98823;3,2;,46;13,05;5
6,8;,32;,23;3,3;,026;31;99;,9896;3,1;,4;12,4;4
6,2;,2;,26;9,7;,03;39;102;,9908;3,08;,56;12,9;5
6,1;,35;,24;2,3;,034;25;133;,9906;3,34;,59;12;5
5,9;,3;,29;1,1;,036;23;56;,9904;3,19;,38;11,3;3
6,3;,15;,34;11,4;,05;25;96;,99754;3,21;,49;10;4
4,8;,13;,32;1,2;,042;40;98;,9898;3,42;,64;11,8;5
6;,2;,26;14,7;,045;53;125;,998365;2,99;,69;9,4;4
5,7;,2;,24;13,8;,047;44;112;,99837;2,97;,66;8,8;4
6;,27;,26;1,3;,038;32;138;,99125;3,46;,43;11,1;4
6,4;,23;,37;7,9;,05;60;150;,99488;2,86;,49;9,3;4
5;,33;,23;11,8;,03;23;158;,99322;3,41;,64;11,8;4
5,4;,29;,38;1,2;,029;31;132;,98895;3,28;,36;12,4;4
5,4;,29;,38;1,2;,029;31;132;,98895;3,28;,36;12,4;4
6,4;,33;,3;7,2;,041;42;168;,99331;3,22;,49;11,1;4
7;,33;,78;9,9;,042;21;251;,99435;3,01;,55;11;4
6,7;,45;,3;5,3;,036;27;165;,99122;3,12;,46;12,2;4
6,5;,36;,31;13,55;,053;20;113;,99544;3,2;,56;11;4
7,1;,39;,3;9,9;,037;29;124;,99414;3,07;,42;10,9;4
6,7;,66;0;13;,033;32;75;,99551;3,15;,5;10,7;4
6,5;,36;,31;13,55;,053;20;113;,99544;3,2;,56;11;4
6,5;,16;,33;1;,027;23;75;,9908;3,3;,39;11,4;5
8,3;,22;,34;1,1;,043;20;116;,9927;3;,47;10,2;4
6,9;,23;,35;6,9;,03;45;116;,99244;2,8;,54;11;4
6,4;,17;,34;13,4;,044;45;139;,99752;3,06;,43;9,1;4
5;,33;,18;4,6;,032;40;124;,99114;3,18;,4;11;4
6,8;,38;,29;9,9;,037;40;146;,99326;3,11;,37;11,5;4
6,5;,29;,32;3;,036;38;93;,9906;3,16;,59;12;4
6,9;,29;,32;5,8;,04;16;112;,993;3,04;,58;11,2;3
6,6;,28;,3;12,9;,033;31;177;,99479;3,12;,39;11,2;4
6,2;,36;,27;3,2;,032;13;73;,98942;2,9;,69;12,6;5
6;,615;,04;,8;,032;8;50;,99036;3,14;,4;11;2
5,9;,44;,36;2,5;,03;12;73;,99201;3,22;,48;10,8;4
7,1;,33;,18;6,3;,094;27;166;,99474;2,9;,49;9,5;3
6,1;,44;,28;4,25;,032;43;132;,9916;3,26;,47;11,2666666666667;5
7,3;,28;,37;1,2;,039;26;99;,99198;3,01;,62;10,8;3
5,2;,5;,18;2;,036;23;129;,98949;3,36;,77;13,4;5
6,1;,44;,28;4,25;,032;43;132;,9916;3,26;,47;11,3;5
6,4;,62;,12;4,7;,06;33;196;,99556;3,22;,48;8,9;3
7,5;,305;,38;1,4;,047;30;95;,99158;3,22;,52;11,5;5
6,5;,5;,22;4,1;,036;35;131;,9902;3,26;,55;13;5
6,6;,4;,3;5,3;,038;20;125;,99204;3,36;,73;12,6;4
6,4;,4;,25;4,2;,032;15;91;,98988;3,26;,52;13,1;4
6,3;,3;,91;8,2;,034;50;199;,99394;3,39;,49;11,7;4
6,1;,19;,37;2,6;,041;24;99;,99153;3,18;,5;10,9;4
5,7;,25;,32;12,2;,041;43;127;,99524;3,23;,53;10,4;5
6,3;,3;,91;8,2;,034;50;199;,99394;3,39;,49;11,7;4
6,2;,28;,41;5;,043;50;188;,99318;3,23;,64;10,8;4
5,8;,29;,38;10,7;,038;49;136;,99366;3,11;,59;11,2;4
5,8;,345;,15;10,8;,033;26;120;,99494;3,25;,49;10;4
6,5;,51;,25;1,7;,048;39;177;,99212;3,28;,57;10,5666666666667;3
6;,24;,41;1,3;,036;42;118;,99018;3,04;,64;11,7333333333333;4
6,9;,54;,26;12,7;,049;59;195;,99596;3,26;,54;10,5;4
6;,24;,41;1,3;,036;42;118;,99018;3,04;,64;11,75;4
6,6;,26;,36;1,2;,035;43;126;,99094;3,01;,63;11,4;4
